Sentence,Sentiment
iletiþim bilgilerimi ben size iletim iletmesine de superonline'ýn yaptýklarý geçeli 1 ay olmamasýna raðmen 1 deðil 2 deðil.,1
"Ne demiþler; ""Hayat, paylaþýnca güzel."" tesekurler cemil bey",2
"valla telefonumda çatýr çatýr görünüyo viber caným :) aradým ve çaldýda, ama sende benim diðer hat yok sanýrým ondan :) tcell varmý",2
nedir senin bu turkcell den cektigin.........,1
29tl'ye 1GB internet paketi mi olur  ? ben burda gunde 5 rubleye sinirsiz internet kullaniyorum!,1
daha yetkili benim serseniþlerimi duyup niye cevap vermemiþ hani hizmet kalitesi bu mu yirim senin hizetinide kalitenide ...167tl,1
hayir!,1
12Yýldýr Trcell faturalý hat kullanýyorm ama 6 aylýk fatura toplamý 250TL geçmediðnden sözleþmeli telefon alamýyorm.Müþt. politikanýzýn a.q,1
artýk superonline'i iptal etmek zorunda kalýcam býktým ama internetim geri düzeldi.bir tane  youtube videosunu bile yükleyemiyr,1
yeni yýl reklamý bir harika !!,0
Laaan turkcell kendi kendine mms lerimi yiyo sikicem busefer kavga etmicem,1
Bu bi akým halinde geliyor sanýrým önce Turkcell þimdi Vodafone. Kim var abi bu iþlerin arkasýnda ? Sen bilirsin :),2
bu turkcell'in ta ..... bi kontör yükledik 2 saat oldu gelmedi nasýl iþ bu ya :S,1
Ohaaaaaaaaaaa!!! 202 tl Cep Telefonu Faturasýmý Olur Beeeeee... sýçtýn yine aðzýma turkcell!!!,1
buyrun turkcell resmi iphone4S kontrat fiyatlarý  maliyete bakýnca almak için deli olmak gerek !!! ev alýrým o fiyata,1
"Cep telefonuma bankalar,maðazalar ve Turkcell dýþýnda mesaj göndereni görmeyeceðim sanýrým :D",1
:))) en iyi çekim gücü turkcell de var  yinede,0
En beklenmedik anda bi msj gelir heyecanlanýrsýn açmak için sabýrsýzlanýrsn bi bakmýþsýnkiki Turkcell den gelmiþ #yýkýldýðýman :(,1
Ve turkcell'den aldýðým iPhone saðlýklý çalýþmýyor.daha söyleyecek cok þey var ama daha sonra söylerim,1
""" konseri,bugünSaat15:00'tecanlý yayýnla Hayat müziði paylaþýnca güzel :)",0
selocan sut icerken bana transformers gelin arabasi aldi.,2
an itibarý ile superonline benim için bitmiþtir.13 yýllýk faturalý turkcell hattýmýda en kýsa zamanda taþýyacaðým.,1
#turkcell den tiksiniyorum 3G fln hak getire artik.. Reklam kampanyalariyla insan etkilemeye calismaktan bska bi ise yaradiklari yok!!biktik,1
Bugün   ve  tarafýndan satýþa sunulan kontratlý #iphone4S fiyatlarý tek bir sayfada,2
bir haftadir gezdigim 4. turkcel timdeym kimse modem teslimi almaya yanasmiyor beceremiyor ve istemiyolar...adami cildirttilar,1
ýsýk hýzýnda oldugunu ýddýa ettýklerý ýnternetý 8 gunde baglayamýyorlar,1
Oha saçmalýða bak ya #turkcell internet paketi icin iki kere ücret aldý ve sadece biri yüklenmiþ,1
"#3kelimeyle2011 dakika, sms, Mb (hep sevdiklerimle mutlu þekilde harcamak için)",2
iki gündür vodafone internet testleri yapýyorum. Turkcell'in 3G sinyalinin olmadýðý birçok yerdeki kalitesiyle beni adeta þok etti.,1
"iPhone 4S Reklamýnda Sadece Kameraya Dikkat Çekmesi,Sanki iPhone Baþka bir iþe yaramýyormuþ havasý veriyor.Beceriksiz bi reklam",1
"Ufuk Hanim,Merhaba:)Turkcell Kurumsal Hizmetler'le ilgili sorun çözüldü mü? Merak ettim dogrusu..Sevgiler;)",2
Turkcell ile yollarýmýzý ayýrdýk.Turkcell e hayatta baþarýlar. Hayatý paylaþmama izin vermediler. Bende yollarý ayýrdým.,1
hizliyim ama hayirsiz degilimm :) bencede goruselim :) turkcell boy :),0
#turkcellesavasimvar  size savaþ acmýþ hala reklam yapýyorsunuz,1
abe ben nedem yaw sorun bende deðil superonline bekliyem :),0
e hemen bildrmem gerek vapurda turkcell bedava gazete dagtyor ama belli gazeteler sabah habertrk gbi digerleri niye yok,2
ev telefonunuzu superonline'a devredin..,0
#osesturkiye nurullh ya insana huzur veriyor sesin,0
"Orda durumlar nasýl Sertap? +Tecavüze uðradým Hakan.Ama olsun hayat paylaþýnca güzel,lalalalalala .d",2
#gelecektekisevgiliyenot ; Þuan bu yazýyý okudugunu biliyorum hatta telefonda mesajlaþýyoruz çok güzel hayat paylasýnca güzel lalala lalala,0
hahaha asil sen koruosn :) yok ben reklama taktim insana avea'yi degil direk turkcell'i dusunduruyo,0
".))))yok caným,o kadar da degýldýr.Turkcell ,ttnet,ýndýrým sms'lerý bile yok mu ?",2
ama turkcell yaa selocan falan çok þiirn çocuklar guduuuuu desem yinemi olmaz :D,0
madem bitti yenilemesi gerekir de turkcell bu ilginç yani maðdursun gibi :),1
Gayet tabii :) Turkcell aylik 7tl ile internet ve bbm kullanimi sagliyor.Butun bb uygulamalarini da o paketle kullanabiliyorsun.,0
blackberry de ü i ö gibi noktalý harfler nasýl yazýlýyor,2
"Saygideger tcell, hem data hem ses hattimi kapamis?! Hayrolsun!..",1
Onlarýn bulamadýðý çözümü biz bulduk ailece 4 hat Vodafone'a geçtik. Sorun kökten çözüldü :),1
turkcell saldirgan degil. Duygusal giriyo. Fasulye ne?,2
“ Belki de cozum ev telefonunu fisten cekmektir.”Turkcell Superonline Fiber ile mumkun..,0
Benim belayi cekim gucum 4 ceker o kesinn.,2
"Tesadufe bak. :) ayrica  turkcell internet bi' gidiyor, bi' geliyor. Sikayetim var. :)",1
Kadinlar turkcell gibidir once vaad eder sonra çakar,1
"bu arada telefonumu açtým, turkcell art arda 5 mesaj attý. korkmaya baþladým. ben turkcell'i arkadaþ olarak sevmiþtim ama:(",1
""" Bahçeþehir Univ Tesekkurler.. Türkiye ye Deger Katanlar Ödülü Turkcell CEO Sureyya Ciliv'e..""",0
"#turkcellmuzik Turkcell'e teþekkürler ""Fly to stay alive"" çok güzel Anadolu Kartallarýnda duyduðmda resmen uçmuþ gibi oldm yani Fly baby Fly",0
Turkcell kýlým sana.Ne yaparsan yap ekmek yok sana,1
iphone 4 üm yetiyor bana s de neymiþ :D,2
"Radyo Kanaltürk Turkcell'den de Vodafone'dan da, Avea'dan da daha iyi çekiyor..",2
kameram bozuldu hafiza yerle bir oldu resim cekip gonderemiyorum lutfen bana bir cihaz hediye edin magduriyetimi arz ediyorum :),2
bakýn bu reklamý zor yaparlar hattýmý filan fiyat aman en ucuzundan promosyon falan filan yollayn bide  ý unuttunuzsiz,2
dergiyi Turkcell dergilik veya digimecmua'ya da verseniz olmaz mý? Online iPad'den de okunsa:) ne düþünüyorsunuz ?,2
Bu gece saat 00.00 itibaryle turkcell'den ayrýlýyorum.,1
la bu turkcell delikanlý bi hat olsa reklamlarýný ali poyrazo seslendirmez zaten,1
Büyük ödül Turkcell Teknoloji'ye,0
git allasen yillarimi Turkcell'e verdim birak spayi sipa bile vermediler,1
O degilde türkcell hala beni bulupta 10 saniyede bir tweet atmadi bana bir aksilik var bu iste,1
kanka bende kontür yok ara beni :D ahahah turkcell !!!,1
Bok gibi telefonsun blackberry! 2ay oldu hala Bis paketini gormeyen bi cihazsin turkcell care bulamadi teknik serviste.bi muhattap bile yok,1
Bu Edge ile 3G arasinda hiz bakimindan neden hic fark yok?internet paketimden mi kaynakli acaba?,1
Bi kere de Turkcell yerine sen yaz be sasirt beni,2
Rumara olayini hala anlayamadim ben :),2
memnun kaldýmda þu turkcell kampanyasý tekrar olsun yaw  çok pahalý,0
"Merhaba Wolfteam Oyuncularý,  Ýlk Turkcell Mobil Ödeme Etkinliðine katýlamadým diye üzülmeyin. Turkcell Mobil...",0
teþekkür ederim arayýp soruyorsunuz  süper ama telefon  konuþamaýzda anlattýðým gibi kadýn arasýn beni güzelsesli olsun,2
"o hep yanýmda oldu hýcbýr zaman bený yanlýz býrakmadý o  en cok duydugun ýsýmdý cunku o "" turkcell"" dý sen ne beklýyodun ký amk",1
tweetlerini sabahtan beri toplayamadýðým odamdan takip ediyorum ve diyorum ki hayat 140 karakteri paylaþýnca güzel.,0
"ben de nasiplensem ya ondan, hazýr bgn yaptýn madem. sýcaktýr da onun kremasý falan. hem bak ne diyolar: hayat paylaþýnca güzel =)",2
Teþekkurler teknoloji uzmani:)) Beni kurtardi:D,0
superonline candýr :),0
Beni burdada buldu #turkcell,2
bir sure once ben de ayni durumdaydim amac nedir bilniyorum:( sonra kesildi aramalar...,1
"""Biliþimde Yenilikler ve Kariyer 2011"" Turkcell,TAI,Eczacýbaþý,ATOM,Yenibiris,Mehmet Auf.K salonu 13-14 Aralýk.Detaylar",2
Diyarbakir'dan ayrilma vakti..Aksam yemegi ve kahvaltisi mukemmeldi..Sahneyi anlatmaya gerek yok;)Tum Turkcell ekibine tesekkurler;),0
#Turkcell her ay gelen yuksek otesi faturalarýmla beni þaþýrtmaya devam ediyor.,1
Turkcell kanka hayýrdýr,2
ama turkcell den baþka kaliteliside yok yani...,0
numara tasima reklamiyla feci gol atmis avea. turkcel vodafon bir araya gelse cikaramaz,1
"uzgunum aslinda, nursen duy beni ve turkcell bizi ayirmasin artik, beril sende ac su telefonu soru cozucektin bana",1
"Ýnternette korsan olarak dizi-film yayýný yapan sitelerde Turkcell, Kale Seramik gibi firmalarýn video reklamlarý var. Bu nasýl iþ þimdi?",1
sorma ya turkcele inat 2 hat kulaniyorum turkcell -8 tl :),1
internetin hýzý düþmüþ  hay ben bu superonline'ýn..,1
Teþekkür ederim. Turkcell üzerinden internete baðlanýrken sorun yaþadm da anlam veremedim.. Ama geçti.. Teþekkürlerr..,0
"#Sans yazin Turkcell'e gonderin, sonra faturanizda gorursunuz ne kadar sansli oldugunuzu.. Ben cok sansliymisim ama coooookk!",1
"Turkcell Dört çeker, benim ebrum çok þeker :) ben bu fotoya biterimm",0
Bu turkcellin durup dururken acitigi bbmim nerdeyse 2 ay oldu hala kapanmadi ben diyorum turkcell bana asik kimse inanmiyo,2
Bu Turkcell nasý 4 çeker lan.. Hiç bir yerden çekmiyor adam gibi.. Reklama verdiði parayla þu antenleri düzeltse ya.. ??(/%(%?)(/&amp;),1
"hizmet kalitelerini degerlendirmeniz icin sms atiyor ve 8090'I aramanizi soyluyor. Surekli 1 verirseniz, hat dusuyor. Hizmete bak!",1
45dk da anca anlatabildim derdimi sonunda sistemimizde problem var dediniz. Saka misin??,1
#Turkcell’den #iPhone 4S Fiyatlarý!  #haberler #iphone4s #iphone4snekadar #kontratliiphone,2
Ýyi akþamlar elimde 3 adet türkcell 250 kontör kazý konuþ kartý var son kul.tar geçmiþ bunu nasýl deðiþtirebilirim..,2
Turkcell'ýn maðaza mudurundende böyle bir cvp gelmesi gayet dogal tabýký.. =)),2
"TTNETi bilmiyorum ama, Superonline'nin servis hizmeti cok ama cok kotuuu",1
superonline :),0
o deðil de Turkcell'cim sana teþekkür ediyorum bu tvitimde.8binküsür dk varmýþ benim sadece trkcll ile konuþabileceðim.niye her yöne deðil!,1
turkcell batmis :),2
CocaCola ve Turkcell'in reklamcilarini alinlarindan opmek istiyorum,0
benm  turksel þelerm bitti :(,2
Kanka ben Vodafone a geçicem Turkcell cok kazýk gel beraber geceliim :),1
"Peki sevgili Turkcell, neden babamýn faturasýný da benim mail adresime yolluyosun? Tam tersini yapman lazým, benimkini ona gönder tamam mý?",1
"kazanmayalim diye yapilan, bitmesine ramak kala duyurulan kampanya. Herseyi sms atarken, buna dair sifir sms",1
Biliyomusunuzzzz Turkcell oluyorummmm. Bilmessiniz tabi çünkü daha yeni karar verdimmmm.,0
"çarsamba gecesi suadiye TÜRKCELL çalýsanlarýnýn düzenlemiþ olduðu KARAOKE Gecesinde görüþmek üzere,,,,",0
bu yüzden #turkcell demek isterdim.. ama hepsi ayný bkun laciverti,1
aa nasi kacirdik yaa!bizim ayibimiz olsun doomgnn kutlu mutlu olsun selocan;)),0
zaten iletiþim kalitesi çok kötü. Ben hiç memnun kalmadým Avea dan. Türkcell pahalý hizmet iyi,0
sadece quiknet mi var wýnnýmda var 64 k lik micro sim imde var i pad turkcell 4 çeker:),0
"kesin olan birþey var, turkcell ve ekibinin bulaþtýðý tüm iþlerden nefret ediyorum! FÝZY'nin içine etmiþler maþallah...",1
"Bu boktan türün 8-10 yaþýndaki yavrularý, 4-5 aylýk köpeðin üzerine benzin döker, kahkahalar eþliðinde yakar ve bunu videoya çeker.",2
MUTLU KEYÝFLÝ PAZARLAR ÝZMÝR....UNUTMAYIN HAYAT PAYLAÞINCA GÜZEL...,0
// 4 ay önce aldýðým telefonum sonunda bozuldu... Bu kadar dayanmasý bile mucize... Teþekkürler Turkcell!!!,1
hayat paylaþýnca güzel türkselli.,0
Mesaj olarak bonus turkcell flexi bbmden bc facebooktan oyun hediyeleri allam nolcak benim haliiim,1
Ofis paketli Turkcell iþ telefonumu normal tcell hattima yönlendirdim. Ofis hattiyla beni arayan ofis paketinden mi ucretlendirilir?,2
dunyanin en iyi gsm operatorusunuz bence. Hemen hallettiniz cozdunuz sorunumu cok tesekkurler artik firsat smsleri gelmiyo! Oleyy!,0
kesnlikleee turkcell i kapattr hemen:),1
Bi Coca Cola bi de Turkcell zaten reklam iþini bilen,0
"""çekemeyen anten taksýn"" diye sticker daðýtmýþ, ben de yaptýrcam özel olarak :)",0
+Turkcel 4 Çeker. -Meryem Çok Þeker. -BEÐENMEYEN HÜRREMCÝ DEÐÝLDÝR-,2
Oðlum Turkcell günlük 156 SMS kime yeter lan el insaf. Býrakta istediðimiz gibi kullanalým þunu. #turkcell,1
corlu merkez hastane caddesi 3g yok. Turkcell cekim gücü sadece reklamlarda var,1
10 tl mi 20 tl yapma türkcell sus bi mýnakodum ya sus saat baþý mesaj mý atýlýr,1
hayat paylaþýnca güzel lalalalallalallalalllllaaaa :),0
TURKCELL seviyoooooo sende sevecen kardeþim hasta etmeee adamýýý:)))),0
þu 3 günlük superonline deneyimim sonucu söyleyeyim: öyle biþey yok. :),1
Ýnternetten 20 Lira para yüklesekte sifre alabilir miyiz ?,2
Turkcell'le baðlan hayata... Turkcell zengin olmasýn da kim olsun be,0
"Charlene Li: ""Kimse kurumsal kimlikle konuþmak istemez. Samimiyet ve þeffaflýk sosyal medya iletiþiminin anahtarýdýr."" doðru söze",2
:) :) yanlýzken kim mutlu olmuþki seen olasýn ? Kendini kandýrma ! Bak sertb abla ne diyo ? Hayat paylaþýnca güzel !,0
öðlen attýðým mesajlar þimdi iletiliyor.oha turkcell,1
orospu cocugu turkcell ya online islem yapýcam sifremi göndermiyo,1
#konya #elektroworld #turkcell standindaki arkadas. Sen sorulara burnunla cevap verip onundeki ekrandan domates ekmeye devam et,2
Cocuk oyuncaðý gibi paketlerimi Bi iptal eden Bi yenileyen kuruluþ...,1
lan türksel þu saçma salak genc kafasý at kafasý kampanya reklamlarýnýn mesajlarýný atmayý kes!,1
"Çocuklar Gülsün Diye Turkcell 1234'eVodafone ve Avea 2345'e ""cgd"" yazýp yollayarak kampanyamýza 5 TL katkýda bulunabilirsiniz.",2
hahaha kanka Turkcell bu 4 ceker :D,0
þerefsiz onursuz tamamen kapitalist ve hileci bir firma sizi ödemeli ariyorlar ya ilave çalýyorlar 29 krs,1
Bende özturkcell ciyim. ;)),0
Dur þunlara bi mesaj atýyým da sevgilisinden geldi sansýn heycanlansýn.  turkcell,1
"bana reklamýnýzý dinlemem için para ödettiniz, bunu unutmayacaðým!  siz niye sesli mesajdan para alýyorsunuz?",1
"#Turkcell ve #Vodafone bu gün mesaj atmadý , kesin baþlarýna biþi geldi..",2
#simdikiaklimla  tim 'den taahhütlü cihaz almazdým...,1
olum bak türksel sana çok pis gýcýðým ikidir ters gidiyosun bana artýk vodafone a geçme zamanýdýr.,1
Charlene Li:  ye deki  Bochun sözünü hatýrlat önce insan insanýmý kaybedeceðime malýmý kaybederim.... diyen sözü,2
"#hayattansogutanseyler Aytaç'ýn, Turkcell'in 'Þahan', Bonus Card'ýn 'Kafa' reklamlarý!",2
bu turkcell kadar kazýk atabilen  bir hat yok.,1
Icinizdeki genclik atesini sondurmeyin' desem bu size  cok mu GNCTRKCLL gelir?Fikirlerinizi duymak isterim?Tekrara dusmek gibi mi geliyor?,2
#hayattansogutanseyler turkcell mesajý.,2
ama paylaþmak zor geliyor elim titriyor evdekilerin gözünün içine bakýyorum yemesinler diye hayat paylaþýnca güzel deðilmiþ meðer,2
POÝNT BLANK WALL HACK SATILIR 10.000 NG VEYA TELEFONLA 10 TLDÝR. TURKCELL VEYA AVEA MOBÝL ÖDEME...,2
Limitsiz internet diye satýlan tarifenin 100gb kotalý olmasý çok saçma teþekkürler superonline,1
"Normalde küçük harflerle sms atan Turkcell'in, Fatura tutarý yada son ödeme tarihi bilgisi için attýðý smslerin büyük harfle olmasý.",1
"Kubat'tan dinlediðim en saçma þarký Turkcell'in ""Hayat Paylaþýnca Güzel"" þarkýsýdýr. O ne lan..",1
iphone 4s satýsa cýktý ve inanýlmaz ama gercek en ucuza satan Turkcell!acaba bize nasý yol su elektrik olarak doncek bu durum,1
kuzum bugun msj hakkým býttý ya turkcel son dakka gol caktý bana :) ama msn ye gel gýr gýr yapalým ozledým sen samaya yapmayý :),1
"Bizim zamanimizda turkcell, hazirkart, telsim, aycell ve aria vardi ve hicbiri turkcelle rakip olamazdi.",0
"saatte baktým 18.18, biri beni düþünüyor dedim, anýnda mesaj geldi, turkcell, turkcell peþimi býrak artýk  :)",1
En sonunda!!! Artik burda da Turkcell hattim calisiyooorrrr!!! :)),1
"Nasýl bir bayilik sisteminiz var ki annemin kimlik bilgilerine, imzasýna kadar her þeyi kopya etmiþler",1
Bu Turkcell den yediðim 3. Kazýk hala reklam yapýyorlar bide kaliteli iletisim diye.. Stoklarýndan bile haberi olmayan kurum yazýk size!!!,1
numarasýný türkcell veya aveadan vodafone özgür genç tarifesine çevirenler 20 tl yüklemeye 250dk kazanýyor ayrýca...,2
"“RT: Turkcell'den müthiþ kampanya: Siz hattýnýzý Turkcell'e geçirin, biz de size geçirelim.”",1
önce  in beni aramasý gerkiyormuþ :D bunu TÝM'de söylediler. gülsem mi aðlasam mý ne biçim hizmet anlayýþý ??? ekimden beri...,1
linkteki haber i okuyun ama sonuna kadar reklam tekniðin süper turkcell aðzýna sýçimmm,1
"eger sansýn varsa superonline fiber optik, yoksa zaten diðer hepsi ayný",0
paket aþým ücreti tarifene tüküreyim #turkcell,1
turkcell kullanan öðrenci mi olur yahu..,1
hayat paylasýnca güzel ben ciddi düsünüyorum dedim cýk aramýzdan.,2
senin kisaltmalarini da twitter kullanmani da yeriim ama turkcell her turlu benim hic sulanma canim ;),0
yoq 4 war þuan gereksiz 5 bekliyorumm,2
"bir hafta icerisinde kurulum yapacaktiniz,araya bayram tatili girdi o zamandan bu zamana ne arayan ne gelen var",1
Reklamlardaki renkler sirketleri ifade eder yakaladim avea reklamindaki oklar mavi turkcell kirmizi vodafone turuncuda avea dir,2
Turkcell'i benzer sebeplerle biraktim. Alternatifleri daha mi iyi? Tartisilir:)Tuketiciyi koruyan platformlara ihtiyacimiz var,1
evde olup tv karsisinda oturmak bence en guzeliii bulma kimseleri hic :) ben Turkcell de calisiyorum :),0
"2002 den beri bi insan birine asik olmaz ki? Turkcell le saygili,seviyeli ve uzatmali bir iliskim var hep yanimda canim benim ya.",0
Superonline fiber rezalet devam ediyor,1
"valla hacý, superonline var kafam rahat. KUSURA BAKMA AMA ÖYLE YANÝ...",0
feriha turkcell hat alsa sorun çözülür ya da emir avea ya geçmeli,0
þimdi türkcell'de nereye yað çekeceðini iyi biliyor :),2
CHIP Galaxy Y ve Chat Türkiye'de!: Samsung'un kompakt cebi Galaxy Y ve QWERTY klavyeli cep Ch Turkcell ava...,2
Ankara Kocatepe'de çalýþýyorum. Kýzýlaya 500metre. Fakat altyapý nedeniyle fiber internet kullanamýyoruz.,1
sanane istedigimi derim ben sa na ne,1
"4 çeker , Zehra da çok þeker. Bu mü laf sokma :(",2
Kampanya SMS'lerinden baþka iletiþim kuramayan #Turkcell ödül almýþ. Herkes birbirini aðýrlamýþ. Hayat faydasýzca güzel.,1
#hayattansogutanseyler  in çok pahalý olmasý.,1
sizlerede günaydýn,0
Cep telefonu melodýsý turkcell sarkýsý olan adam mehmet emýn karamehmetýn oglu herhalde.,1
Cimbom 4 çeker iþte o kadar ... !,2
bi kere de sen ara be kardeþim =) turkcell'sin ve erkeksin sana harcýyorum varýmý yoðumu =) swatch'larý 2miz takýcaz b=p,2
býrakýlan sesli mesajlarý dinlemeyi bile artýk ücretli yapmýþsýnýz el insaf ya herþeyi paraya dönüþtürdünüz nedir bukadar,1
Turkcell'in 3G hýzý ABD'de deki 4G'den daha hýzlý :),0
"Beþ gündür Turkcell'den mesaj gelmiyordu... Bugün "" Seni çok özledim turkcell "" yazýp 2222'e gönderdim. - "" Kontör...",1
Kamil Koç Turkcell'liler bir bilet alana bir bilet bedava kampanyasý yapýyor.. Ama içeriðini bakýnca sinir oldum..,1
teþekkürler Turkcell,0
#TurklereOzguDavranislar pazartesi persembe turkcell sýnema gunu gelsede sýnemaya gýtsek dýye beklemek,0
