Sentence,Category
" In article <C5wB46.I3o@blaze.cs.jhu.edu>, arromdee@jyusenkyou.cs.jhu.edu (Ken Arromdee) writes... >In article <22APR199307534304@vxcrna.cern.ch> casper@vxcrna.cern.ch (CASPER,DAVI./PPE) writes: >>> [I said the fixation on Bosnia is due to it being in a European country, >>>  rather than the third world]  >>> [Ken says intervention in Somalia is a counter-example]  >>I am a staunch Republican, BTW.  The irony of arguing against military >>intervention with arguments based on Vietnam has not escaped me.  I was opposed >>to US intervention in Somalia for the same reasons, although clearly it was >>not nearly as risky. >  >Based on the same reasons?  You mean you were opposed to US intervention in >Somalia because since Somalia is a European country instead of the third world, >the desire to help Somalia is racist?  I don't think this ""same reason"" applies >to Somalia at all.  No, you have completely misunderstood.  I was opposed to intervention in Somalia for the same reason I am opposed to intervention in Bosnia - there is no security interest of the United States there which justifies risking the lives of American servicemen, and there are too many crises in the world for us to take on all of them.  In the case of Bosnia, the risks are obviously much greater, and there are other countries in a much better position and with far better reasons to take action than the US.  >The whole point is that Somalia _is_ a third world country, and we were more >willing to send troops there than to Bosnia--exactly the _opposite_ of what >the ""fixation on European countries"" theory would predict.  (Similarly, the >desire to help Muslims being fought by Christians is also exactly the opposite >of what that theory predicts.)  You continue to misunderstand.  I did not say the reason why people want to intervene is because of racist (<- you seem to be overly fond of using this word, btw.  I said the phenomenon was race-related, which is not the same as racist.  Perhaps this distinction is too subtle for you to grasp) motives - I said the attention and outrage at the entire Yugoslavian situation was a result of it being 1) closer to home, 2) happening to people we can identify with, and 3) relentlessly harped on by the media.  I never said anything about which side would be preferred, which has a lot more to do with the presentation of the conflict than any psychological factors.  I think there is no doubt that despite the fact we intervened in Somalia, the level of attention devoted to there was considerably less than what is devoted to Bosnia, if the newspapers and tv news I see are any guide.   Dave  ",talk.politics.mideast
" In article <MEKENKAMP.6.737653432@STPC.WI.LeidenUniv.NL> MEKENKAMP@STPC.WI.LeidenUniv.NL (Leo Mekenkamp) writes:  >Excuse me? Are you one of those people who *enjoy* working w/win? Come talk  >to a house-mate of mine and tell him how productive his life is when he  >encountered yet another sudden appearence of the DOS-prompt while cutting  >and pasting in win! Or an empty win screen without any tasks running (i.e. >^ESC brings up an empty list, progman has done it again.)  *Sigh*  Don't know what your roomate is doing but it must be something wrong. Are there people who enjoy using Windows? Yes. I'll admit to it. Given a choice between a Mac and Windows I choose Windows every time (to start another flame thread 9-) ) ....      --  ------------------------------------------------------------------------------- Iskandar Taib                          | The only thing worse than Peach ala Internet: NTAIB@SILVER.UCS.INDIANA.EDU |    Frog is Frog ala Peach Bitnet:   NTAIB@IUBACS                 ! ",comp.os.ms-windows.misc
" In article <C5sxI4.J9B@news.cso.uiuc.edu> cka52397@uxa.cso.uiuc.edu (OrioleFan@uiuc) writes: >gibbonsa@fraser.sfu.ca (Darren Gibbons) writes: > >>I'm looking for information on Opel cars.  Now you ask, which model? >>Well, the sad truth is, I'm not entirely sure, but it's a two-seater, >>with roll-over headlights, hard top, and really sporty looking.  My >>friend has one sitting in his yard in really nice condition, >>body-wise, but he transmission has seized up on him, so it hasn't run >>for a while.  Does anyone have any info on these cars?  The engine >>compartment looks really tight to work on, but it is in fine shape and >>I am quite interested in it. >>Thanks! >>Darren Gibbons >>gibbonsa@sfu.ca >	 >	This would be the manta, would it not???  Sold through Buick dealers in the mid '70's as the price leader????  Sounds a lot more like an Opel GT to me. I'd guess that this is on the same chassis as the Kadett, rather than the bigger Manta - but I could easily be wrong.  I think the later Kadett's were sold here as Buick Opels.  Craig > >	Chintan Amin >	llama@uiuc.edu > >--  >Chintan Amin <The University of Illinois UrbanaChampaign> mail: llama@uiuc.edu >*******SIG UNDER CONSTRUCTION HARD HAT AREA********   ",rec.autos
"       I am looking for a working docking deck (deck that goes on back of camera) for an old JVC GX-S700 Tube video camera.  Any format is acceptable.  Please send me a message if you even know anything about decks for the GX-S700.  Also interested in any video equipment for sale, professional or consumer.  Thank you.   ---- bbates@pro-freedom.van.wa.us   -==-   Pro-Freedom BBS - (206) 694-3276  ============================================================== ",misc.forsale
" In article <tcora-220493100925@b329-gator-3.pica.army.mil> tcora@pica.army.mil (Tom Coradeschi) writes:  [Useless road design, speed rate discussion deleted.]  >> Actually, the roads were designated as safe at 80 when they were built >> in the 1950's taking into account the kinds of cars then available. The >> number would be much higher today because the cars, tires and just about >> everything else has imprivoved a lot. > >Except the drivers.  Thank You!       ~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~       TRAVIS disclamer: the ideas expressed above are in fact the same as                          my employer, since I have none |-)            e-mail, flame, at : marshatt@feserve.cc.purdue.edu       ~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~   ",rec.autos
" daveb@thewho.East.Sun.COM (Dave Brewer) writes:  >In yesterday's fracus between Rob Ray and Brent Hughes, was it the camera angle or was >Ray actually punching Hughes where it appeared he was punching him? (For those that didn't >see the game - it was several inches below the belt and he punched him there quite a few >times.) Dreadful.  >Also, why did Poulin get four minutes?   I've been watching & playing hockey for a good long time now, and I've seen players with questionable tactics, but never have I seen what Ray did on Sunday. This guy gets my all time loser award. It's one thing to repeatedly cross check someone to the back of the neck when they are down, it's another thing to have a fist fight with someones balls. Ray should be thrown out of the league, what an a**hole.  -Steve    ",rec.sport.hockey
" In article <16BA1E927.DRPORTER@SUVM.SYR.EDU>, DRPORTER@SUVM.SYR.EDU (Brad Porter) writes: > >   Science is wonderful at answering most of our questions.  I'm not the type >to question scientific findings very often, but...  Personally, I find the >theory of evolution to be unfathomable.  Could humans, a highly evolved, >complex organism that thinks, learns, and develops truly be an organism >that resulted from random genetic mutations and natural selection?  [...stuff deleted...]  Computers are an excellent example...of evolution without ""a"" creator. We did not ""create"" computers.  We did not create the sand that goes into the silicon that goes into the integrated circuits that go into processor board.  We took these things and put them together in an interesting way. Just like plants ""create"" oxygen using light through  photosynthesis.  It's a much bigger leap to talk about something that created ""everything"" from nothing.  I find it unfathomable to resort to believing in a creator when a much simpler alternative exists: we simply are incapable of understanding our beginnings -- if there even were beginnings at all.  And that's ok with me.  The present keeps me perfectly busy.  -jim halat  ",alt.atheism
"  I am currently attempting to get a copy of the HP Widget set compiled under Linux (SLS Release with kernel 99.6) and am running into some problems.  Actually, it seems that this is more of a GCC question, because I got it to compile without trouble using cc on an RS/6000. 	Basically, there are a number of functions with prototypes set up in, let's say, CompositeP.h, for instance, the composite widget's insert_child procedure is set up with the type :  	typedef void (*XtWidgetProc) (Widget)  but in several places in the HP source code, they reference the insert_child procedure and pass it multiple arguments instead of just one, as the prototype suggests.  For example:  	(*superclass->composite_class.insert_child)(w, args, p_num_args)  Now, GCC chokes on this, giving an error message that too many arguments are passed to the function.  So, does anyone have any suggestions as to how to turn off this checking in GCC, or how I can go about changing the code to accomodate this call without changing /usr/include/X11/CompositeP.h, or has anyone successfully built the HP widget set and have any suggestions. 	Many thanks in advance for any help.  -- <><><><><><><><><><><><><><><><><><><><><><><><><><><><><><><><><><><><><> Bill Woodward        | wpwood@austin.ibm.com   <-- Try this first AIX Software Support | billw@aixwiz.austin.ibm.com   Graphics Group       | 512-838-2834 I am the terror that flaps in the night. ",comp.windows.x
" For image display, about 10 frames per second seems to be the lower limit for interactive operations. For just bringing up an image for viewing less than 1 second seems to be a good number. Of course the measure of response time should be based on the applications you are planning to run. ",comp.windows.x
"Approved: christian@aramis.rutgers.edu   	Hmm...makes you wonder whether prayer ""in Jesus' name"" means ""saying Jesus' name"" or whether we're simply to do all things with the attitude that we belong to Jesus. 					Frank D. ",soc.religion.christian
"Distribution: world Message-ID: <1ps4vf$msl@irz401.inf.tu-dresden.de> References: <1993Mar31.022947.149@etrog.se.citri.edu.au> Reply-To: Andre_Beck@IRS.Inf.TU-Dresden.DE NNTP-Posting-Host: irzr17.inf.tu-dresden.de   In article <1993Mar31.022947.149@etrog.se.citri.edu.au>, jck@catt.citri.edu.au (Justin Kibell) writes:  |>   I am writing a program which needs to draw colour XPM pixmap files onto a background without having the borders show up. I cannot do xor as the colours all stuff up. I cannot use XCopyPlane() as that is for single planes only. I want to be able to specify a colour in the pixmap to be used as the opaque colour. Is this possible.  |>  |> Games such as xjewel have the same problem. How does the mouse pointer do it? |>  |> Any help would be helpful? :-) |>   You wanna do masking. Build a bitmap (pixmap of depth one) where all pixels you name ""opaque"" are 1 (that get copied) and the others are 0. Use this bitmap as the clip_mask in the gc used for XCopyArea(), and remember to adjust the clip_origin coordinates to the XCopyArea() blit origin.  The Mouse pointer (besides from that it is driven using RAMDAC analog mapping on most hardwares) uses a mask, too.  But be warned: blitting through a mask and especially moving around this mask is annoying slow on most xservers... it flickers even at 40 MIPS...  -- +-o-+--------------------------------------------------------------+-o-+ | o |                \\\-  Brain Inside -///                       | o | | o |                    ^^^^^^^^^^^^^^^                           | o | | o | Andre' Beck (ABPSoft) mehl: Andre_Beck@IRS.Inf.TU-Dresden.de | o | +-o-+--------------------------------------------------------------+-o-+ ",comp.windows.x
